level1id,level2id,level3id,level4id,level5id,surveyr,bycond,descrip_e,demcode,question,title_e,title_f,answer1,answer2,answer3,answer4,answer5,answer6,answer7,most_positive_or_least_negative,neutral_or_middle_category,most_negative_or_least_positive,agree,score5,score100,anscount,dept_e,indicatorid,indicatoreng,subindicatorid,subindicatoreng
6,0,0,0,0,2022,D122I = 1,2SLGBTQIA+: Asexual,1160,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",77,21,2,0,0,0,0,98,2,0,98,4.75,94,30.0,Health Canada,4,Workplace,15,Use of official languages
6,0,0,0,0,2022,D122 = 2,Does not identify as 2SLGBTQIA+,1162,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",75,18,3,2,1,1,1,93,3,3,93,4.64,91,4840.0,Health Canada,4,Workplace,15,Use of official languages
6,0,0,0,0,2022,D120_1 = 8,White,1979,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",74,17,4,2,1,1,1,92,4,4,92,4.62,91,3455.0,Health Canada,4,Workplace,15,Use of official languages
6,0,0,0,0,2022,Q117 = 1,Man,1087,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",42,32,9,10,6,0,1,75,9,16,75,3.95,74,1715.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,Q117 = 1,Man,1087,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",35,38,12,10,4,0,1,74,12,14,74,3.92,73,1611.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2019,Q117 = 1,Man,1087,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",43,33,8,10,5,0,0,77,8,15,77,4,75,1770.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,Q117 = 2,Woman,1088,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",42,34,6,11,5,0,1,78,6,16,78,4,75,3485.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,Q117 = 2,Woman,1088,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",37,40,8,12,3,0,1,78,8,15,78,3.98,74,3506.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2019,Q117 = 2,Woman,1088,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",45,35,5,10,4,0,0,80,5,15,80,4.06,77,3547.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118 = 1,Persons with a disability (total),1090,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,29,8,12,9,0,1,71,8,21,71,3.81,70,685.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118 = 1,Persons with a disability (total),1090,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",35,33,11,14,5,0,1,69,11,20,69,3.79,70,391.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2019,D118 = 1,Persons with a disability (total),1090,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",38,33,6,15,8,0,0,71,6,23,71,3.78,70,336.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118A = 1,"Persons with a disability, seeing disability",1091,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",35,19,9,28,8,0,0,54,9,36,54,3.46,62,45.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118A = 1,"Persons with a disability, seeing disability",1091,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",23,26,12,26,13,0,0,49,12,39,49,3.2,55,31.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118A = 2,"Persons with a disability, seeing disability not selected",1092,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,30,8,11,9,0,1,72,8,20,72,3.83,71,640.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118A = 2,"Persons with a disability, seeing disability not selected",1092,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",36,34,11,13,5,0,1,71,11,18,71,3.84,71,360.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118B = 1,"Persons with a disability, hearing disability",1093,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",37,29,4,13,12,0,5,70,4,26,70,3.71,68,70.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118B = 1,"Persons with a disability, hearing disability",1093,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",28,38,8,21,3,0,2,68,8,24,68,3.69,67,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118B = 2,"Persons with a disability, hearing disability not selected",1094,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,29,8,12,9,0,1,71,8,21,71,3.82,71,615.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118B = 2,"Persons with a disability, hearing disability not selected",1094,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",36,33,12,13,6,0,1,69,12,19,69,3.8,70,351.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118D = 1,"Persons with a disability, mobility disability",1097,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",44,31,7,8,8,0,1,76,7,17,76,3.94,74,95.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118D = 1,"Persons with a disability, mobility disability",1097,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",44,30,6,11,8,1,0,75,6,19,75,3.93,73,69.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118D = 2,"Persons with a disability, mobility disability not selected",1098,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",39,29,8,13,9,0,1,70,8,22,70,3.78,70,590.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118D = 2,"Persons with a disability, mobility disability not selected",1098,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",33,34,13,15,5,0,1,68,13,20,68,3.76,69,322.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118E = 1,"Persons with a disability, challenges with flexibility or dexterity",1099,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",45,30,5,11,9,0,0,75,5,19,75,3.93,73,65.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118E = 1,"Persons with a disability, challenges with flexibility or dexterity",1099,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",44,16,11,19,9,0,0,60,11,28,60,3.68,67,41.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected",1100,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,29,8,12,9,0,1,70,8,22,70,3.79,70,615.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected",1100,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",34,35,11,13,5,0,1,70,11,19,70,3.8,70,350.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118F = 1,"Persons with a disability, mental health disability",1101,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",39,29,9,12,9,1,1,69,10,21,69,3.78,70,270.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118F = 1,"Persons with a disability, mental health disability",1101,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",34,38,9,13,4,1,2,73,9,18,73,3.86,71,145.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118F = 2,"Persons with a disability, mental health disability not selected",1102,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",41,29,7,12,9,0,1,72,7,21,72,3.83,71,415.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118F = 2,"Persons with a disability, mental health disability not selected",1102,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",36,31,13,15,6,0,0,66,13,21,66,3.75,69,246.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118G = 1,"Persons with a disability, sensory or environmental disability",1103,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",39,28,10,11,12,1,0,67,10,23,67,3.73,68,90.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118G = 1,"Persons with a disability, sensory or environmental disability",1103,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",52,25,8,10,2,2,0,79,8,13,79,4.18,80,48.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118G = 2,"Persons with a disability, sensory or environmental disability not selected",1104,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,30,8,12,9,0,1,71,8,21,71,3.82,71,595.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118G = 2,"Persons with a disability, sensory or environmental disability not selected",1104,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",32,35,12,14,6,0,1,68,12,21,68,3.74,68,343.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118H = 1,"Persons with a disability, chronic health condition or pain",1105,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",45,27,10,10,8,0,1,73,10,18,73,3.93,73,245.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118H = 1,"Persons with a disability, chronic health condition or pain",1105,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",42,31,10,9,8,0,0,73,10,17,73,3.9,72,121.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118H = 2,"Persons with a disability, chronic health condition or pain not selected",1106,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",38,31,7,13,10,0,1,69,7,23,69,3.74,69,435.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118H = 2,"Persons with a disability, chronic health condition or pain not selected",1106,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",32,34,12,16,4,0,1,67,12,21,67,3.74,69,270.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118I = 1,"Persons with a disability, cognitive disability",1107,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",39,29,4,14,11,1,1,69,4,26,69,3.71,68,160.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118I = 1,"Persons with a disability, cognitive disability",1107,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",35,29,13,16,5,2,0,65,13,22,65,3.75,69,55.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118I = 2,"Persons with a disability, cognitive disability not selected",1108,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",41,30,9,11,8,0,1,71,9,20,71,3.84,71,525.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118I = 2,"Persons with a disability, cognitive disability not selected",1108,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",35,34,11,14,6,0,1,70,11,19,70,3.8,70,336.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118J = 2,"Persons with a disability, intellectual disability not selected",1110,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,29,8,11,9,0,1,71,8,21,71,3.82,71,665.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118K = 1,"Persons with a disability, other disability",1111,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",34,43,7,13,4,0,0,77,7,17,77,3.9,73,54.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118K = 2,"Persons with a disability, other disability not selected",1112,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,30,8,12,9,0,1,70,8,22,70,3.8,70,675.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118K = 2,"Persons with a disability, other disability not selected",1112,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",35,32,12,14,6,0,1,68,12,20,68,3.77,69,337.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118 = 2,Not a person with a disability,1113,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",42,34,7,10,5,0,1,77,7,15,77,4,75,4540.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118 = 2,Not a person with a disability,1113,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",36,40,9,11,3,0,1,77,9,14,77,3.96,74,4803.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2019,D118 = 2,Not a person with a disability,1113,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",45,34,6,10,5,0,0,79,6,15,79,4.05,76,5018.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119 = 1,Indigenous,1114,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",51,24,7,13,4,1,0,76,7,17,76,4.06,77,100.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D119 = 1,Indigenous,1114,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",41,38,8,8,3,0,1,80,8,11,80,4.07,77,97.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2019,D119 = 1,Indigenous,1114,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",50,29,7,9,4,0,0,80,7,13,80,4.12,78,137.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119A = 1,First Nations,1115,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",52,21,5,12,6,4,0,75,6,19,75,4.03,76,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119C = 1,Métis,1117,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",49,28,9,11,3,0,0,77,9,14,77,4.1,78,55.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D119C = 1,Métis,1117,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",37,38,7,12,4,0,2,77,7,16,77,3.95,74,51.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2019,D119C = 1,Métis,1117,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",45,35,7,11,2,0,0,80,7,12,80,4.12,78,68.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119 = 2,Non-Indigenous,1118,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",42,34,7,11,5,0,1,77,7,16,77,3.97,74,5250.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D119 = 2,Non-Indigenous,1118,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",36,40,9,12,3,0,1,76,9,15,76,3.95,74,5078.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2019,D119 = 2,Non-Indigenous,1118,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",44,34,6,10,5,0,0,79,6,15,79,4.03,76,5238.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_2 = 1,"Racialized, non-Indigenous population",1119,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",42,32,8,10,5,1,1,76,8,16,76,3.97,74,1435.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_2 = 2,"Non-racialized, non-Indigenous population",1120,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",42,34,7,11,5,0,1,78,7,15,78,4,75,3450.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 1,Black,1121,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",49,28,8,8,6,0,0,78,8,14,78,4.07,77,240.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 2,East/Southeast Asian,1122,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,36,8,10,4,1,1,77,9,15,77,3.98,75,545.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 3,Latino/Latina/Latinx,1123,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",37,28,10,10,7,2,6,71,11,18,71,3.86,72,70.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 4,Middle Eastern,1124,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,33,7,13,6,0,1,74,7,19,74,3.89,72,210.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 5,South Asian,1125,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",47,27,6,9,7,1,2,77,6,17,77,4.02,76,235.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 6,"Racialized group, not included elsewhere",1126,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",32,32,14,16,6,0,0,64,14,21,64,3.7,68,95.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 7,Multiple racialized groups,1127,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",54,28,7,9,0,0,2,83,7,9,83,4.29,82,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 1,Eastern Africa,1128,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",61,23,3,7,7,0,0,84,3,14,84,4.24,81,65.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 2,Northern Africa,1129,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",33,41,12,10,4,0,2,74,12,14,74,3.89,72,70.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 3,Western Africa,1130,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",49,25,10,5,11,0,0,74,10,16,74,3.96,74,50.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 5,Middle Africa,1132,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",59,31,7,3,0,0,0,90,7,3,90,4.46,87,30.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 7,South America,1134,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",40,36,2,16,4,0,2,77,2,20,77,3.93,73,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 9,Eastern Asia,1136,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",38,36,9,11,5,1,1,75,9,16,75,3.93,73,350.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 10,Southern Asia,1137,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",47,26,6,10,7,1,3,76,7,18,76,4,75,280.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 11,South-eastern Asia,1138,Q03,"Question 3. My physical environment (e.g., office, workspace) is suitable for my job requirements.","Question 3. Mon environnement physique (p. ex. bureau, espace de travail) est adapté aux exigences de mon travail.",49,36,4,7,2,0,1,86,4,10,86,4.23,81,95.0,Health Canada,4,Workplace,14,Physical environment and equipment
